ID,Text,Colour,Position,Date,Pass_Ct,Rej_Ct
1756,excited,#FFFFFF,Top,"12/29/2016, 6:50:01 PM",6,0
4516,爱东山！！！,white,Top,"12/29/2016, 7:23:43 PM",7,0
7883,还是去年脱♂衣虐狗舞好看,white,Bottom,"12/29/2016, 8:00:46 PM",6,3
6865,旺旺超旺!!!,white,Top,"12/29/2016, 7:53:46 PM",8,0
8615,表白赵老师！！！表白1906！！！新年快乐~,white,Top,"12/29/2016, 8:06:36 PM",9,0
927,叶倍瑜我爱你,red,Top,"12/29/2016, 6:29:45 PM",7,0
5102,长者的鼻孔在注视着你啊,white,Top,"12/29/2016, 7:39:57 PM",8,1
6059,少博别在我旁边撸管！,white,Top,"12/29/2016, 7:46:57 PM",5,4
11132,白傻党头顶青天,blue,Top,"12/29/2016, 8:46:24 PM",4,1
2979,中二,blue,Bottom,"12/29/2016, 7:12:58 PM",5,1
7753,艺术劳技体育加10086,blue,Top,"12/29/2016, 7:59:49 PM",9,0
9889,三班三班，蒲东最帅，QQ号是，18***，20***,blue,Top,"12/29/2016, 8:20:11 PM",3,5
6309,MIT不是麻省理工吗,blue,Bottom,"12/29/2016, 7:48:39 PM",9,0
6505,表白张大同,red,Top,"12/29/2016, 7:50:21 PM",6,2
5761,缅甸女人是我的,white,Top,"12/29/2016, 7:45:15 PM",6,1
11748,表白默默吃狗粮的你们,blue,Top,"12/29/2016, 9:05:16 PM",6,0
7063,朱韵文你愿意成为董小姐吗,white,Top,"12/29/2016, 7:55:02 PM",8,1
10242,1702最棒,white,Top,"12/29/2016, 8:23:22 PM",6,0
12114,此生无悔入华二,white,Bottom,"12/29/2016, 9:14:38 PM",6,0
3846,刘开峰刘开峰刘开峰刘开峰刘开峰刘开峰刘开峰刘开峰刘开峰刘开峰刘开峰刘开峰,white,Top,"12/29/2016, 7:19:10 PM",7,1
10586,顾睿千玺帅！我是郑俊凯,white,Top,"12/29/2016, 8:39:35 PM",7,1
281,俊秀浅笑,green,Top,"12/29/2016, 6:20:03 PM",4,0
7025,政治才是最强,white,Bottom,"12/29/2016, 7:54:47 PM",9,0
1749,说相声不是要剃光头吗,blue,Bottom,"12/29/2016, 6:49:58 PM",7,0
6065,阿森纳降级！,white,Bottom,"12/29/2016, 7:47:02 PM",9,0
11086,何一俊何在,white,Top,"12/29/2016, 8:45:51 PM",5,0
11251,郭lala戴耳机好高冷(≧∇≦),white,Bottom,"12/29/2016, 8:50:39 PM",6,0
2753,我叫高半仙,green,Bottom,"12/29/2016, 7:08:36 PM",6,0
7112,100%选物理,white,Top,"12/29/2016, 7:55:22 PM",9,0
11913, 祝大家新的一年里一直往上抛！😘,white,Bottom,"12/29/2016, 9:09:09 PM",6,0
563,阿哩哩,green,Top,"12/29/2016, 6:22:50 PM",5,0
6808,猪阿姨我虞潇爱死你了,green,Top,"12/29/2016, 7:53:20 PM",6,2
6611,李泽宇把之前的精博做完就不错了 李泽宇把之前的精博做完就不错了,white,Top,"12/29/2016, 7:51:42 PM",6,2
4882,高睿涛好帅～,white,Top,"12/29/2016, 7:27:18 PM",9,0
3819,我很想知道审核弹幕的看不看的到这是谁发的😂,white,Top,"12/29/2016, 7:18:58 PM",5,3
11058, 华二最美的顾兆一为什么不上台好想看她！男生们的梦中情人,white,Bottom,"12/29/2016, 8:45:29 PM",4,1
9221,张昱朦：吴易难！我对你的眷恋无可取代，穿越时空,white,Top,"12/29/2016, 8:14:17 PM",7,1
3375,高一三班王一一表白18届大月亮,green,Top,"12/29/2016, 7:16:29 PM",7,0
2203,阿垇,red,Bottom,"12/29/2016, 7:03:31 PM",4,1
6397,旋juan 跳跃 不停歇,white,Bottom,"12/29/2016, 7:49:21 PM",9,0
2689,刘壮一辣鸡,white,Top,"12/29/2016, 7:08:12 PM",5,1
4750,表白高一一班  TT6666666,white,Top,"12/29/2016, 7:25:13 PM",7,1
9847,1903李泽宇是gay 妹子千万别喜欢他,white,Bottom,"12/29/2016, 8:19:44 PM",6,2
4309,▁▂▃▄▅▆▇█▇▆▅▄▃▂▁▁▂▃▄▅▆▇█▇▆▅▄▃▂▁,white,Top,"12/29/2016, 7:22:22 PM",5,2
577,振兴中华,white,Top,"12/29/2016, 6:22:59 PM",9,0
9208,钱程男神！,white,Top,"12/29/2016, 8:14:09 PM",8,0
3838,...........................,red,Bottom,"12/29/2016, 7:19:07 PM",8,0
5472,zou~,white,Top,"12/29/2016, 7:43:19 PM",7,0
7379,王骏还钱,red,Top,"12/29/2016, 7:57:20 PM",8,1
2551,交大的有没有拼车回去,white,Bottom,"12/29/2016, 7:07:01 PM",6,0
10075,梦里不知秋已深，余情岂是为他人。,white,Bottom,"12/29/2016, 8:21:50 PM",7,0
6556,1709wsh撤回一条消息“我喜欢高依丹”,red,Top,"12/29/2016, 7:50:59 PM",7,1
11271,顾睿题小迷妹已上线,white,Top,"12/29/2016, 8:51:20 PM",5,1
1326,阳光公举敲可爱,blue,Top,"12/29/2016, 6:46:54 PM",11,0
5381, 因吹斯听,white,Bottom,"12/29/2016, 7:42:18 PM",8,0
6191,三班三班pd最帅，QQ号是1830320105,white,Top,"12/29/2016, 7:47:39 PM",8,1
6763,顾总万岁,white,Top,"12/29/2016, 7:52:54 PM",8,0
7854,表白奥特曼,red,Bottom,"12/29/2016, 8:00:32 PM",9,0
3997,马刺是冠军,red,Top,"12/29/2016, 7:20:09 PM",6,1
6223,李圣龙“逸然”状态,red,Top,"12/29/2016, 7:47:52 PM",8,1
6082,前面表白朱兰婷的你过来,white,Top,"12/29/2016, 7:47:06 PM",7,2
3411,再不学习，郭sir把你们头拧下来,blue,Bottom,"12/29/2016, 7:16:40 PM",7,0
2617,tqhmzmtqhmzmtqhmzm,red,Top,"12/29/2016, 7:07:38 PM",6,0
5990,羊村表白狼堡！！！@1807&1907,red,Top,"12/29/2016, 7:46:34 PM",6,2
7976,men's wardrobe 叶嘉熙征婚，求领走,red,Top,"12/29/2016, 8:01:26 PM",8,1
2576,表白女帝,blue,Top,"12/29/2016, 7:07:14 PM",6,0
7572,鹿晗鹿晗鹿晗鹿晗鹿晗我爱鹿晗,red,Bottom,"12/29/2016, 7:58:33 PM",9,0
7928,表白1902dyq!！,white,Top,"12/29/2016, 8:01:08 PM",9,0
11525,此生无悔入华二,white,Bottom,"12/29/2016, 8:56:10 PM",6,0
5055,金泰妍郑秀妍李顺圭黄美英金孝渊权俞利崔秀英林允儿徐珠贤！,white,Top,"12/29/2016, 7:39:29 PM",8,1
8165,前面表白叶修的别跑！！,blue,Top,"12/29/2016, 8:02:48 PM",9,0
11092,学长66666,red,Top,"12/29/2016, 8:45:55 PM",5,0
5631,紫竹1912韩耿乐和曹嘉伦是真爱,white,Bottom,"12/29/2016, 7:44:27 PM",8,0
9946,李奔程：很好,white,Top,"12/29/2016, 8:20:41 PM",7,0
8252,SNH48,white,Bottom,"12/29/2016, 8:03:26 PM",7,1
2125,跳舞不如膜蛤,blue,Bottom,"12/29/2016, 7:01:13 PM",5,0
2765,唐爷！老大！缺女婿么！！！,white,Top,"12/29/2016, 7:08:48 PM",6,0
2269,表白lmj（我只是想让你看看我有多爱你,white,Top,"12/29/2016, 7:04:07 PM",5,0
5038,朱正元喜欢杜贝您,white,Top,"12/29/2016, 7:39:20 PM",9,0
10370,张昱朦：吴易难，你是我一生的乞愿与背负,white,Top,"12/29/2016, 8:25:45 PM",4,2
11380,解析数论 看书,blue,Top,"12/29/2016, 8:54:06 PM",4,2
9281,勇者大人我爱你❤️！！！,white,Top,"12/29/2016, 8:14:51 PM",7,1
2654,叶倍瑜小姐呢,blue,Bottom,"12/29/2016, 7:07:56 PM",4,2
10266,表白应轶群,white,Top,"12/29/2016, 8:23:33 PM",6,0
250,垂死病中惊坐起，谈笑风生又一年,white,Top,"12/29/2016, 6:19:40 PM",5,0
3391,直播卡了,white,Bottom,"12/29/2016, 7:16:33 PM",6,1
11080,三年起步/::),white,Bottom,"12/29/2016, 8:45:48 PM",4,2
8955,吴超世界第一可爱,white,Bottom,"12/29/2016, 8:11:35 PM",8,0
4163,吴学良全民男神！,green,Bottom,"12/29/2016, 7:21:19 PM",8,0
398,方正表白pwqin,green,Bottom,"12/29/2016, 6:20:45 PM",6,0
2045,搞球也要按照法律呀,green,Top,"12/29/2016, 6:58:44 PM",3,1
8838,我爱北京天安门！,white,Top,"12/29/2016, 8:09:50 PM",9,0
6940,撤回大队队长撤回了一条信息,blue,Bottom,"12/29/2016, 7:54:14 PM",8,1
4971,小透明感谢小牛顿ww,white,Top,"12/29/2016, 7:38:16 PM",9,0
10902,顾睿皮！,red,Top,"12/29/2016, 8:43:46 PM",6,1
9826,静静是我的  朱逸文来单挑,white,Top,"12/29/2016, 8:19:30 PM",7,1
8915,悄咪咪表白乃团三期与田祐希山下美月,red,Bottom,"12/29/2016, 8:11:07 PM",7,1
5958,陈叶迪克炸了,green,Top,"12/29/2016, 7:46:24 PM",8,0
10228,我是1805陈浩，表白高宇杰,blue,Top,"12/29/2016, 8:23:11 PM",6,0
5910,1809jrs表白交易员,blue,Top,"12/29/2016, 7:46:08 PM",8,0
5669,渡邉理佐我在紫竹1801等你娶我,red,Top,"12/29/2016, 7:44:39 PM",7,0
11007,在一起在一起在一起！,red,Top,"12/29/2016, 8:44:51 PM",4,1
2941,莫扎特的棺材板压不住啦！,white,Bottom,"12/29/2016, 7:12:24 PM",4,1
2018,今年还会喜欢你！,white,Top,"12/29/2016, 6:58:33 PM",5,0
1541,表 白 1 6 0 8 张真二,green,Top,"12/29/2016, 6:48:27 PM",10,0
2748,王巳震的作业做了么,white,Bottom,"12/29/2016, 7:08:34 PM",5,1
12212,老马是我的,white,Top,"12/29/2016, 9:16:28 PM",6,1
12023,■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■,white,Top,"12/29/2016, 9:13:03 PM",4,2
11734,啦啦啦啦啦啦啦啦啦啦啦,white,Top,"12/29/2016, 9:04:42 PM",6,0
3282,静静是我女朋友,white,Top,"12/29/2016, 7:15:50 PM",7,0
7105,表白朱昦瞳,red,Top,"12/29/2016, 7:55:19 PM",9,0
9670,表白seven baby 我是eight baby,white,Top,"12/29/2016, 8:18:14 PM",8,0
7138,方正被吉映桥一拳打死,red,Top,"12/29/2016, 7:55:28 PM",8,1
3098,莫扎特！你还我的鲲！！！,blue,Top,"12/29/2016, 7:14:17 PM",5,2
3301,lcf表白wh,white,Top,"12/29/2016, 7:16:01 PM",7,0
11470,说说你的梦想,green,Bottom,"12/29/2016, 8:55:27 PM",6,0
1311,超爱紫竹努力的样子!!!!!!!,white,Top,"12/29/2016, 6:46:12 PM",5,0
9065,表白乱入的syl,red,Top,"12/29/2016, 8:12:51 PM",8,0
5275,刘轶洲学长么么哒💦,white,Top,"12/29/2016, 7:41:19 PM",8,0
1275,cmj哈哈？,green,Bottom,"12/29/2016, 6:44:17 PM",7,0
7599,桃李班的同学们背完政治再回家～,white,Bottom,"12/29/2016, 7:58:42 PM",9,0
10974,在一起,red,Top,"12/29/2016, 8:44:23 PM",5,0
4391,紫竹1912丁雨辰 最爱上厕所,white,Bottom,"12/29/2016, 7:22:51 PM",7,1
8468,不！！！男神黄任潇是我的！！！,blue,Top,"12/29/2016, 8:05:04 PM",8,0
7876,夏炜烨不喜欢朱欣然你们不要搞事情了,red,Bottom,"12/29/2016, 8:00:42 PM",8,1
11018,顾睿祈说好的外卖呢,blue,Top,"12/29/2016, 8:44:57 PM",4,1
4072,表白1901沈男神,white,Top,"12/29/2016, 7:20:36 PM",7,0
11306,没电了吧，爸爸有充电宝不怕,green,Bottom,"12/29/2016, 8:52:32 PM",5,1
6057,表白孙亦奇！！,white,Top,"12/29/2016, 7:46:56 PM",9,0
30,曹致远蛤,red,Bottom,"12/29/2016, 6:05:02 PM",1,0
702,扶她主席曹巨远向全二附中同学问好！,red,Bottom,"12/29/2016, 6:27:12 PM",10,1
7670,表白范小灰灰灰灰！！！,white,Bottom,"12/29/2016, 7:59:13 PM",9,0
10226,端木！这是我王萌萌留给你的脚气钱,white,Top,"12/29/2016, 8:23:11 PM",5,1
7113,有汤博，学物理！！！！,white,Top,"12/29/2016, 7:55:22 PM",9,0
11241,振兴二附中，振兴中华,white,Top,"12/29/2016, 8:50:23 PM",6,0
2150,傅锦鸿，你还记得当年后座的jck吗？,red,Top,"12/29/2016, 7:02:38 PM",4,1
4012,王嘉尔段宜恩在一起吧,red,Top,"12/29/2016, 7:20:17 PM",7,0
11216,乃团大法,white,Top,"12/29/2016, 8:49:38 PM",4,2
11421,rolling in the light,white,Top,"12/29/2016, 8:54:50 PM",6,0
5276,1709徐旭阳太可爱啦,white,Top,"12/29/2016, 7:41:19 PM",8,0
10693,表白应轶群,white,Top,"12/29/2016, 8:40:56 PM",6,0
10275,表白陈明华！,red,Bottom,"12/29/2016, 8:23:38 PM",6,0
10405, 呆瓜多少钱一斤？？,white,Top,"12/29/2016, 8:28:21 PM",4,3
7694,消灭人类暴政，世界属于三体！,white,Top,"12/29/2016, 7:59:24 PM",7,2
4606,我爱汪好歌！,white,Bottom,"12/29/2016, 7:24:16 PM",7,1
4897,表白曾雪儿,blue,Bottom,"12/29/2016, 7:28:21 PM",9,0
11673,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,white,Top,"12/29/2016, 9:00:44 PM",5,2
8315,表白篮球社社长,white,Top,"12/29/2016, 8:03:54 PM",8,0
5006,最后这位同学很帅,red,Bottom,"12/29/2016, 7:38:50 PM",9,0
5416,Memphis Is The Champion!,red,Top,"12/29/2016, 7:42:40 PM",7,0
12085,主席棒！！！！,blue,Top,"12/29/2016, 9:14:28 PM",6,0
6962,宋依菲超巨 宋依菲超巨 宋依菲超巨 宋依菲超巨 宋依菲超巨 宋依菲超巨,red,Top,"12/29/2016, 7:54:21 PM",9,0
6312,富强 民主 文明 和谐 自由 平等 公正 法治 爱过 敬业 诚信 友善,white,Top,"12/29/2016, 7:48:40 PM",9,0
2823,陈解析,green,Bottom,"12/29/2016, 7:09:54 PM",5,0
12153,保加利亚老年大学,white,Bottom,"12/29/2016, 9:15:16 PM",7,0
2608,今天电视台的工作人员都棒棒的！,white,Bottom,"12/29/2016, 7:07:34 PM",6,0
1923,表白省二陆言,red,Top,"12/29/2016, 6:56:51 PM",8,0
11151,叶倍瑜一米八,white,Bottom,"12/29/2016, 8:46:40 PM",7,0
6451,仓鼠和柠檬相亲相爱！！！,white,Top,"12/29/2016, 7:49:52 PM",7,1
7214,尴尬癌要犯了,white,Top,"12/29/2016, 7:56:06 PM",8,1
8,李晔伟我男神,green,Top,"12/29/2016, 6:04:28 PM",1,0
7707,上个厕所真麻烦！,white,Bottom,"12/29/2016, 7:59:27 PM",7,2
1263,春风十里，不如你 秋枫百年，不比她,red,Top,"12/29/2016, 6:44:10 PM",7,0
1767,欢迎学弟学妹报考上海交通大学密西根学院,green,Top,"12/29/2016, 6:50:09 PM",6,0
10225,今晚我yoto就要反抗qyz,blue,Bottom,"12/29/2016, 8:23:11 PM",5,1
8562,表白gzl hzm fsy ch dyf,blue,Bottom,"12/29/2016, 8:05:55 PM",8,1
11701,EFZ保佑我明年量子力学不跪🙏🏾🙏🏾🙏🏾🙏🏾🙏🏾,white,Top,"12/29/2016, 9:02:14 PM",7,0
6233,乔安捷,red,Top,"12/29/2016, 7:47:54 PM",9,0
6428,我是董逸初，我还有两天，我要活下去，朱韵文是我的,blue,Bottom,"12/29/2016, 7:49:36 PM",8,0
6695,/:B-)/:B-)/:B-),white,Top,"12/29/2016, 7:52:28 PM",6,2
862,垇垇可爱,red,Top,"12/29/2016, 6:29:21 PM",8,0
3314,有些人活着他已经死了,red,Bottom,"12/29/2016, 7:16:03 PM",6,1
10978,Dolorous好美,white,Top,"12/29/2016, 8:44:24 PM",4,1
11360, 华二最美的顾兆一没上台好想看她！男生们的梦中情人,white,Bottom,"12/29/2016, 8:53:32 PM",5,1
9293,谁的青春不迷茫 感谢你,white,Top,"12/29/2016, 8:14:56 PM",9,0
2206,清泉真棒,red,Top,"12/29/2016, 7:03:34 PM",5,0
11960, 我是你们的过气男神的男朋友章仕晋,red,Bottom,"12/29/2016, 9:10:12 PM",5,1
4714,EVERYBODY R U OK,white,Top,"12/29/2016, 7:25:00 PM",8,0
5250,表白吴亦凡黄子韬鹿晗金俊绵金珉硕都暻秀吴世勋边伯贤金钟大金钟仁朴灿烈张艺兴,red,Bottom,"12/29/2016, 7:41:05 PM",6,2
7812,权志龙权志龙权志龙权志龙权志龙权志龙权志龙权志龙权志龙权志龙权志龙权志龙,white,Top,"12/29/2016, 8:00:16 PM",8,1
6931,化学使生活更美好,white,Top,"12/29/2016, 7:54:09 PM",9,0
8019,权志龙权志龙权志龙权志龙,white,Top,"12/29/2016, 8:01:42 PM",6,3
2286,El psy congali,white,Top,"12/29/2016, 7:04:19 PM",5,0
10007,林林别看！,white,Bottom,"12/29/2016, 8:21:17 PM",7,0
6267,表白老司机！,white,Top,"12/29/2016, 7:48:13 PM",8,1
10547,黄治源曰：我很巨的,blue,Bottom,"12/29/2016, 8:39:03 PM",7,1
9801,郭泊远儿子,white,Top,"12/29/2016, 8:19:19 PM",8,0
1105,虽然今年回不来，但是…还是要表白张老师！,white,Top,"12/29/2016, 6:32:53 PM",2,0
1418,弹幕如此薄弱！？,green,Top,"12/29/2016, 6:47:33 PM",11,0
3824,我 一 无 所 知,blue,Top,"12/29/2016, 7:19:00 PM",8,0
675,来自1604的北京贺电,red,Top,"12/29/2016, 6:26:05 PM",11,0
10204,朕的后宫,white,Bottom,"12/29/2016, 8:23:01 PM",5,1
6847,选政治,white,Bottom,"12/29/2016, 7:53:37 PM",8,0
582,今晚wj分屠杀,white,Top,"12/29/2016, 6:23:17 PM",0,0
11773,表白EFZTV 我最喜欢的社团啊😍,white,Top,"12/29/2016, 9:06:02 PM",6,0
650,王巳震 经常在课上吐槽你的 我 回来啦,red,Top,"12/29/2016, 6:24:38 PM",10,0
3625,我跟你们说，美国的华莱士比你们不知道高到哪里去了,blue,Bottom,"12/29/2016, 7:17:52 PM",5,1
11587,我选择周杰伦老师？,red,Top,"12/29/2016, 8:57:33 PM",6,0
5872,3448,red,Top,"12/29/2016, 7:45:57 PM",8,0
4195,佐仓大法好！！！！,blue,Bottom,"12/29/2016, 7:21:37 PM",7,1
3684,申花老卵！！,red,Top,"12/29/2016, 7:18:10 PM",5,1
11536,灯光师不要照我,white,Top,"12/29/2016, 8:56:20 PM",6,0
835,我是郭sir，抢你们蛋糕,blue,Top,"12/29/2016, 6:29:13 PM",10,0
2089,潘巨杰巨呀！！！/::),white,Bottom,"12/29/2016, 6:59:36 PM",6,0
3750,网管吴学良(/ω＼),red,Bottom,"12/29/2016, 7:18:35 PM",5,1
9098,话剧社社长不卖,white,Top,"12/29/2016, 8:13:09 PM",8,0
4079,表白lmj!---xyl,white,Top,"12/29/2016, 7:20:40 PM",7,0
899,大家好,green,Top,"12/29/2016, 6:29:35 PM",7,0
5643,妹子唱的好啊,white,Bottom,"12/29/2016, 7:44:30 PM",8,0
2014,让我来朵蜜你吧,green,Top,"12/29/2016, 6:58:31 PM",4,0
504,我是绿色护眼小卫士,green,Top,"12/29/2016, 6:22:19 PM",6,2
4951,莱比锡lj,white,Bottom,"12/29/2016, 7:36:14 PM",8,0
6072,张江集团,white,Top,"12/29/2016, 7:47:03 PM",9,0
2912,长蛤蟆了,white,Top,"12/29/2016, 7:11:57 PM",3,2
3961,ly万岁,white,Top,"12/29/2016, 7:19:58 PM",7,0
10875,表白1913学有余力吉映桥!!!!!,white,Top,"12/29/2016, 8:43:21 PM",7,0
3783,表白1802myy💙，txq不要和我抢！,white,Top,"12/29/2016, 7:18:45 PM",8,0
11246,⭐️⭐️⭐️澳门第一家线上赌场开业啦⭐️⭐️⭐️,white,Top,"12/29/2016, 8:50:30 PM",0,6
2502,表白1604杨煜昀~,red,Top,"12/29/2016, 7:06:30 PM",6,0
7094,桃李班不要忘记论述题订正噢！,green,Top,"12/29/2016, 7:55:15 PM",9,0
5666,训ysj高手zyr,white,Top,"12/29/2016, 7:44:38 PM",7,0
11517,长者,red,Top,"12/29/2016, 8:56:05 PM",6,0
7303,再说第五遍 表白李孝琴,blue,Bottom,"12/29/2016, 7:56:49 PM",9,0
1986,二号机是杜远午？,red,Top,"12/29/2016, 6:58:14 PM",4,0
8765,kiki公主做广播操最好看！,red,Top,"12/29/2016, 8:08:30 PM",9,0
11974,El psy cogloo,white,Top,"12/29/2016, 9:10:37 PM",6,0
3655,well played,blue,Bottom,"12/29/2016, 7:17:58 PM",6,0
2802,take out your dictation books,blue,Top,"12/29/2016, 7:09:33 PM",6,0
11461,真当汪峰不看直播？,blue,Bottom,"12/29/2016, 8:55:23 PM",6,0
7969,景旭莹很胖,white,Top,"12/29/2016, 8:01:22 PM",8,1
12280,表白1809史浩然！from一只小迷妹,white,Top,"12/29/2016, 9:17:41 PM",7,0
5014,豆腐妹妹女神！豆腐西施！,white,Top,"12/29/2016, 7:39:05 PM",9,0
5912,雪菜党当场搞事,white,Top,"12/29/2016, 7:46:09 PM",7,1
1574,陈宸数学不及格,white,Top,"12/29/2016, 6:48:41 PM",7,2
2374,祝徐攀韩淳百年好合,red,Top,"12/29/2016, 7:05:22 PM",5,0
1821,不要往舞台上扔荧光棒！,white,Top,"12/29/2016, 6:52:50 PM",8,0
9260,表白金木,white,Bottom,"12/29/2016, 8:14:41 PM",7,1
11556,1958-2016,white,Top,"12/29/2016, 8:56:36 PM",6,0
9771,The last of us!,white,Top,"12/29/2016, 8:19:05 PM",8,0
6734,表白高二2翔萌！翔萌是校花！,red,Top,"12/29/2016, 7:52:42 PM",8,0
7491,江信江疑,white,Bottom,"12/29/2016, 7:58:06 PM",9,0
4494,mayuyu一生推,white,Top,"12/29/2016, 7:23:36 PM",6,1
2884,国安是冠军,red,Top,"12/29/2016, 7:11:37 PM",5,0
3460,祝赵天翼早日找到女朋友,white,Bottom,"12/29/2016, 7:16:55 PM",6,1
11219,dj把音量调小一点好吗,white,Bottom,"12/29/2016, 8:49:44 PM",5,1
9029,Collegeboard垃圾,red,Top,"12/29/2016, 8:12:31 PM",6,2
1635,我是可爱的二号机！,white,Bottom,"12/29/2016, 6:49:05 PM",9,0
9245,表白五月天＼(^o^)／,red,Top,"12/29/2016, 8:14:33 PM",8,0
4590,1910陈峙大帅哥,blue,Bottom,"12/29/2016, 7:24:08 PM",8,0
919,何一骏老师早日脱团,white,Top,"12/29/2016, 6:29:41 PM",5,2
9956,没填的坑太多啊！！！！！！,white,Top,"12/29/2016, 8:20:46 PM",6,1
3406,姜敏赫！！！男神不灭！！！,white,Top,"12/29/2016, 7:16:38 PM",6,1
8418,汪j,white,Bottom,"12/29/2016, 8:04:43 PM",6,2
9396,徐攀x韩淳,red,Bottom,"12/29/2016, 8:15:46 PM",9,0
185,弹幕！？,red,Bottom,"12/29/2016, 6:08:38 PM",3,0
22,全世界无产阶级联合起来,white,Top,"12/29/2016, 6:04:51 PM",0,0
3296,表白zzy,white,Bottom,"12/29/2016, 7:15:57 PM",6,1
3169,不能摆脱对嘴嘴的依附性,white,Top,"12/29/2016, 7:14:53 PM",6,1
10294,表白高宇杰，我是你妹,white,Top,"12/29/2016, 8:23:53 PM",6,0
12150,炸裂吧，低音炮,white,Bottom,"12/29/2016, 9:15:13 PM",6,1
10224,来，笔记本拿出来来,white,Bottom,"12/29/2016, 8:23:10 PM",6,0
8939,tqhmzm99,white,Top,"12/29/2016, 8:11:26 PM",7,1
8811,那个表白淑妍女儿的三年起步啊,white,Top,"12/29/2016, 8:09:19 PM",9,0
5717,♂♂♂♂♂,red,Bottom,"12/29/2016, 7:44:54 PM",6,1
6724,1804ljh表白1811zy,white,Top,"12/29/2016, 7:52:38 PM",7,1
6242,少博别在我旁边lu管！,white,Bottom,"12/29/2016, 7:47:57 PM",8,1
1370,弹幕开了？high起来,white,Bottom,"12/29/2016, 6:47:09 PM",10,0
2557,别了潘基文,white,Top,"12/29/2016, 7:07:04 PM",6,0
7386,田义农金牌,white,Bottom,"12/29/2016, 7:57:21 PM",9,0
6958,猪阿姨我虞潇爱死你了,green,Top,"12/29/2016, 7:54:20 PM",9,0
2611,1808承包cds！,green,Bottom,"12/29/2016, 7:07:35 PM",5,1
12008,后排好棒,white,Top,"12/29/2016, 9:12:16 PM",6,0
7957,鸟宝宝们抱紧我！！！Got7大发,white,Top,"12/29/2016, 8:01:18 PM",7,2
5092,表白强子！！,red,Top,"12/29/2016, 7:39:48 PM",9,0
4552,金南俊金硕珍闵玧其郑号锡朴智旻金泰亨田柾国,blue,Top,"12/29/2016, 7:23:56 PM",7,0
9974,语文还是俞文静教的好你们可有异议？,green,Top,"12/29/2016, 8:20:54 PM",7,0
797,谁说的王涵秋,green,Top,"12/29/2016, 6:28:43 PM",11,0
4217,zzy！,white,Top,"12/29/2016, 7:21:47 PM",6,1
7731, (≧▽≦)好喜欢你啊黄任潇,blue,Top,"12/29/2016, 7:59:39 PM",9,0
8980,荧光棒往上扔！！,white,Bottom,"12/29/2016, 8:12:00 PM",7,1
5788,又能边走着,white,Top,"12/29/2016, 7:45:26 PM",8,0
1307,Approve,white,Top,"12/29/2016, 6:45:32 PM",7,0
6491,表白张昱朦 我是吴易难！,white,Bottom,"12/29/2016, 7:50:14 PM",7,1
9201,郑佳辰是仓鼠崽,white,Top,"12/29/2016, 8:14:07 PM",8,0
750,我肚子都笑爆了,red,Top,"12/29/2016, 6:28:13 PM",11,0
12170,表白皇上,red,Top,"12/29/2016, 9:15:35 PM",7,0
12090,宋逸文准备好接受我们的爱了吗,blue,Top,"12/29/2016, 9:14:30 PM",6,0
2590,JJP JJP JJP JJP JJP,white,Bottom,"12/29/2016, 7:07:23 PM",5,1
6487,那个孟菲斯的兄弟泥垢了,white,Top,"12/29/2016, 7:50:10 PM",8,0
7967,前排出售1804yj,white,Top,"12/29/2016, 8:01:21 PM",9,0
8815,讲逻辑的孙孟越大叔征婚,white,Top,"12/29/2016, 8:09:22 PM",8,1
3234,欢迎报考不用学高数的复旦法学院！,blue,Bottom,"12/29/2016, 7:15:24 PM",7,0
12156,官方吐槽最为致命,white,Top,"12/29/2016, 9:15:19 PM",7,0
8722,申卓是我爸爸，各位太爷爷好！,blue,Bottom,"12/29/2016, 8:08:04 PM",7,2
2198,表白灯光师,white,Top,"12/29/2016, 7:03:28 PM",5,0
10319,怎么没有紫竹的,white,Bottom,"12/29/2016, 8:24:27 PM",4,2
10216,表白应轶群,white,Top,"12/29/2016, 8:23:06 PM",6,0
5091,我爱1901冉巨啊啊啊啊啊,white,Top,"12/29/2016, 7:39:48 PM",9,0
2016,Wooooooooooow,white,Top,"12/29/2016, 6:58:32 PM",5,0
10086,昔我往矣，杨柳依依。今我来思，雨雪霏霏。,green,Top,"12/29/2016, 8:21:58 PM",7,0
1532,赵哲宇！！！超巨！！,white,Top,"12/29/2016, 6:48:23 PM",10,0
1815,1901wyb表白qyz,white,Top,"12/29/2016, 6:52:33 PM",5,0
8933,1904嗨起来！ 站起来！ ,white,Top,"12/29/2016, 8:11:23 PM",8,0
5088,蛤,white,Top,"12/29/2016, 7:39:46 PM",9,0
5051,付乃文王加琦我知道你们在看！,white,Top,"12/29/2016, 7:39:28 PM",9,0
4251,表白闪闪！！！泰民我的,white,Bottom,"12/29/2016, 7:22:01 PM",8,0
12152,宋逸文仔仔,white,Top,"12/29/2016, 9:15:16 PM",7,0
10752,高睿涛我爱你！！！！！,white,Top,"12/29/2016, 8:41:42 PM",6,0
11804,啦啦啦，啦啦啦啦啦，啦啦啦，啦啦啦啦啦。。。,white,Top,"12/29/2016, 9:06:56 PM",6,0
